day,fair
30-09-2020,343
11-12-2020,145
26-07-2019,83
02-04-2020,98
01-08-2019,157
28-01-2019,269
18-10-2018,360
28-10-2019,243
14-09-2018,108
30-03-2018,188
27-03-2020,233
16-06-2019,416
20-03-2020,214
13-01-2018,378
08-09-2020,426
24-02-2019,204
15-11-2019,184
10-02-2020,420
07-02-2019,444
20-09-2020,87
11-04-2018,330
30-04-2018,87
09-12-2020,190
12-07-2018,371
27-09-2018,105
22-01-2018,252
11-11-2018,153
28-12-2020,76
17-03-2018,179
06-09-2018,373
07-10-2018,120
13-01-2019,71
28-10-2020,438
06-09-2018,165
03-08-2018,395
14-02-2019,348
14-08-2018,157
01-07-2020,420
24-07-2018,361
29-01-2018,227
12-02-2019,146
14-02-2019,238
09-02-2018,251
30-08-2019,50
12-12-2018,143
30-04-2018,252
24-04-2020,280
26-01-2020,445
11-11-2020,468
11-05-2019,59
31-10-2018,327
06-10-2020,128
08-09-2018,368
25-05-2020,355
23-08-2018,411
09-08-2018,281
29-04-2020,205
06-04-2020,247
28-09-2018,365
28-01-2019,476
15-11-2020,498
06-09-2018,409
22-05-2019,497
07-05-2019,494
08-06-2020,492
09-05-2019,127
27-11-2018,347
13-02-2020,192
08-08-2020,407
19-05-2019,324
09-06-2020,135
08-09-2020,294
23-05-2020,286
21-02-2020,328
24-02-2020,401
15-09-2019,386
22-04-2020,344
20-04-2019,281
02-12-2020,432
10-12-2019,428
08-06-2018,149
20-08-2018,104
10-01-2018,229
03-02-2018,295
20-01-2018,402
10-10-2018,448
19-04-2018,434
20-11-2019,422
26-05-2018,155
09-07-2018,419
12-10-2019,210
19-01-2019,400
20-12-2019,276
25-09-2018,58
07-01-2020,450
21-06-2018,357
13-09-2019,424
21-11-2020,53
21-04-2019,395
27-04-2018,89
05-03-2019,439
21-02-2019,311
03-08-2020,465
01-08-2019,197
02-11-2020,443
15-04-2018,437
13-06-2020,360
14-03-2020,81
03-12-2019,236
22-11-2020,413
27-06-2019,289
03-10-2019,147
25-06-2018,228
18-10-2019,414
05-10-2020,481
08-10-2018,404
06-01-2020,416
23-06-2019,257
28-05-2018,216
19-07-2018,374
21-12-2018,464
18-02-2019,443
05-01-2018,56
19-05-2019,166
10-04-2020,78
28-04-2019,140
20-07-2020,438
21-10-2020,151
12-02-2020,78
17-04-2018,395
30-03-2019,325
27-01-2018,197
02-05-2020,400
23-10-2018,363
19-11-2019,481
16-12-2019,259
16-08-2020,329
06-03-2019,127
18-03-2020,103
29-08-2018,475
17-12-2018,448
13-04-2020,208
22-03-2019,176
09-07-2019,320
07-01-2019,232
25-06-2020,371
21-04-2018,103
22-10-2019,435
08-11-2019,298
10-12-2020,243
15-08-2018,471
03-01-2018,281
20-08-2018,115
17-04-2020,274
17-03-2018,397
18-10-2018,279
16-06-2020,236
26-09-2018,88
28-10-2020,121
03-08-2018,51
11-10-2018,203
05-02-2020,68
09-04-2020,151
10-02-2018,417
10-03-2019,247
11-06-2018,500
07-07-2019,104
12-10-2018,491
31-07-2018,235
29-01-2020,488
04-12-2018,299
20-09-2020,71
15-05-2019,406
02-11-2020,114
10-11-2018,212
02-08-2018,420
16-11-2018,239
26-03-2018,109
21-11-2019,101
09-11-2020,493
29-01-2020,220
17-11-2019,267
19-07-2020,450
23-03-2019,59
30-04-2019,135
23-08-2020,302
24-04-2020,225
30-08-2020,193
13-04-2020,138
14-10-2019,96
07-04-2019,445
06-03-2019,164
30-03-2019,109
20-12-2019,455
04-03-2019,457
18-08-2019,314
09-04-2018,475
16-12-2019,123
26-09-2018,327
21-08-2018,362
06-09-2020,424
10-12-2020,88
07-08-2020,84
03-10-2018,231
25-12-2020,139
18-03-2019,98
29-07-2020,339
13-12-2019,85
11-09-2019,482
08-02-2020,286
04-10-2019,397
12-11-2020,418
31-01-2020,327
07-05-2020,159
28-05-2018,89
23-06-2020,349
24-06-2018,444
22-03-2018,169
25-10-2019,212
22-07-2018,72
04-11-2020,245
12-07-2018,400
13-10-2018,455
01-08-2018,184
17-03-2020,351
21-02-2018,66
13-02-2018,301
08-05-2020,441
23-10-2018,144
13-08-2019,422
19-05-2018,323
22-04-2020,377
30-08-2018,276
05-10-2018,491
12-11-2019,275
18-11-2020,132
05-08-2018,334
31-12-2018,383
12-03-2018,243
04-10-2020,397
09-03-2019,261
10-07-2019,195
18-06-2018,231
15-01-2020,421
07-02-2018,137
27-09-2020,387
06-11-2020,266
21-10-2020,238
06-05-2019,344
22-05-2018,60
22-05-2020,500
03-08-2019,354
03-08-2019,348
30-03-2018,387
09-04-2018,156
24-07-2019,211
17-09-2018,242
26-05-2020,287
04-11-2020,185
04-09-2019,201
26-12-2018,287
21-10-2019,51
19-04-2018,351
18-01-2020,169
12-04-2018,195
27-02-2018,294
19-10-2020,472
30-05-2020,437
04-12-2020,261
01-05-2020,231
13-08-2019,162
12-07-2018,452
02-08-2019,426
26-06-2020,213
01-11-2019,178
10-06-2020,430
26-12-2020,174
18-05-2020,193
12-10-2018,60
06-09-2020,454
02-11-2019,406
22-09-2019,460
03-12-2020,51
14-10-2019,402
13-09-2020,486
05-08-2020,312
26-03-2020,456
03-08-2019,306
27-06-2018,304
26-07-2018,78
22-07-2020,149
11-09-2018,196
03-09-2019,165
16-03-2020,452
19-08-2019,153
10-02-2018,443
28-02-2020,386
29-03-2019,88
02-02-2019,344
12-12-2020,279
07-11-2020,106
16-07-2020,429
11-01-2018,469
22-11-2018,100
14-07-2019,185
26-02-2019,333
11-05-2020,434
11-06-2019,463
10-04-2020,485
28-04-2020,493
03-02-2019,192
26-01-2019,367
14-12-2019,490
18-08-2019,217
29-12-2019,253
03-08-2019,368
01-03-2019,121
24-12-2018,433
12-06-2018,175
22-08-2018,271
03-07-2019,221
19-05-2020,314
31-08-2019,185
16-12-2020,159
03-04-2019,163
18-07-2019,492
29-11-2019,117
15-05-2018,220
17-11-2020,267
29-03-2019,62
15-07-2020,82
09-09-2020,77
15-08-2020,254
31-01-2019,54
11-10-2020,385
25-10-2020,231
12-07-2020,493
14-07-2020,372
05-06-2019,121
21-06-2020,469
02-11-2020,490
20-11-2019,261
27-04-2019,220
07-08-2020,301
22-03-2020,367
13-10-2018,309
04-09-2018,330
30-06-2019,340
23-08-2020,264
27-05-2019,314
07-07-2019,474
12-06-2018,224
20-05-2018,370
28-08-2018,436
08-12-2018,326
03-01-2019,128
03-02-2020,139
11-10-2020,361
15-06-2019,363
03-11-2019,192
26-05-2020,236
24-04-2020,312
11-03-2020,104
09-08-2020,370
15-02-2018,153
06-04-2020,350
10-07-2018,464
29-05-2019,295
08-11-2019,277
18-01-2018,104
22-05-2019,74
03-02-2019,489
02-07-2020,488
24-03-2020,62
31-07-2020,299
12-07-2019,272
20-06-2019,451
26-05-2020,175
29-03-2020,262
03-10-2020,246
20-01-2018,454
20-04-2018,412
27-02-2020,392
30-10-2018,408
11-05-2020,232
03-10-2020,193
27-01-2019,364
24-09-2020,222
29-09-2019,444
13-09-2020,329
05-12-2020,153
13-08-2018,148
19-05-2020,441
27-05-2019,460
25-02-2019,184
02-02-2018,369
20-10-2019,395
17-01-2018,253
08-01-2020,354
19-04-2020,293
25-02-2018,399
18-06-2019,147
11-01-2018,134
21-08-2019,448
04-09-2019,158
20-09-2019,496
11-01-2018,84
06-06-2020,242
17-01-2019,370
06-06-2019,444
09-08-2018,463
20-05-2019,125
11-01-2019,326
20-10-2019,394
24-04-2019,261
04-06-2019,58
24-04-2020,362
08-10-2019,415
06-05-2019,378
22-05-2018,333
01-12-2019,146
16-01-2020,365
30-12-2020,89
06-04-2019,183
12-11-2018,108
03-05-2019,149
05-06-2018,437
09-03-2020,135
09-06-2020,66
20-01-2019,350
17-07-2018,169
13-12-2018,306
21-05-2020,110
25-05-2020,475
16-08-2019,302
02-03-2019,212
28-07-2020,99
26-03-2018,494
07-07-2020,459
25-10-2018,498
04-09-2018,110
23-12-2020,492
04-09-2019,145
30-07-2020,258
22-09-2018,401
08-09-2020,228
16-01-2019,443
02-11-2019,411
25-09-2019,206
02-10-2019,69
05-12-2018,146
04-07-2019,434
08-01-2020,305
28-11-2020,73
18-08-2019,427
30-12-2020,417
02-11-2019,380
09-08-2019,77
25-12-2018,214
27-06-2020,421
04-12-2020,365
22-03-2018,334
31-07-2020,68
27-01-2018,343
06-08-2019,166
15-04-2018,75
24-05-2020,359
15-12-2020,138
02-04-2020,64
20-01-2020,394
03-10-2020,159
08-02-2018,91
19-06-2018,416
19-02-2019,91
25-07-2018,450
26-08-2019,391
14-07-2019,476
24-05-2018,100
07-06-2018,206
02-02-2018,350
18-10-2019,342
14-05-2018,436
10-05-2020,291
03-03-2020,279
19-09-2020,372
15-09-2020,80
16-08-2020,129
05-08-2020,454
07-04-2020,150
12-08-2020,405
14-08-2019,474
27-01-2020,482
23-06-2020,249
09-05-2018,491
12-05-2019,152
29-12-2019,137
17-08-2018,329
06-07-2020,327
08-01-2020,281
16-08-2018,423
25-05-2018,190
28-03-2019,435
14-06-2018,68
25-03-2018,362
17-09-2020,209
15-01-2019,300
20-03-2018,291
21-11-2018,271
02-09-2020,167
22-11-2020,171
19-08-2018,296
16-06-2019,259
05-07-2018,246
25-02-2019,303
19-03-2020,442
07-01-2019,446
18-10-2020,293
08-11-2020,122
26-02-2018,149
31-08-2019,113
23-11-2020,398
14-04-2020,296
03-06-2018,156
11-01-2020,392
15-03-2019,392
11-03-2019,131
23-10-2018,168
30-10-2019,385
14-03-2020,122
17-06-2018,118
02-10-2019,313
15-08-2018,269
27-02-2018,317
03-02-2019,358
29-03-2019,57
16-05-2020,157
23-07-2020,197
12-11-2019,417
04-05-2019,119
18-11-2020,354
31-12-2018,288
10-08-2020,303
09-12-2020,431
02-02-2019,175
29-09-2018,233
17-09-2019,369
23-02-2018,329
17-09-2019,229
31-08-2018,82
10-04-2020,496
17-11-2020,394
06-09-2018,373
23-01-2019,141
08-09-2019,336
18-07-2018,111
25-09-2020,285
29-05-2018,417
04-04-2018,88
30-07-2018,85
19-09-2019,431
21-12-2019,88
03-08-2019,416
06-05-2018,422
27-08-2020,421
01-01-2019,88
30-07-2020,83
03-11-2019,415
07-01-2020,425
18-12-2019,202
15-04-2018,118
26-12-2018,309
16-05-2020,393
11-05-2019,407
22-05-2019,59
16-11-2019,60
07-04-2018,284
11-07-2019,485
07-06-2019,467
23-07-2020,226
19-12-2020,338
10-08-2020,487
05-12-2020,60
24-08-2019,397
20-11-2018,442
28-11-2019,445
23-04-2020,430
17-12-2020,367
01-12-2018,165
01-02-2018,188
22-04-2018,114
22-02-2018,145
18-06-2018,453
27-10-2019,343
06-07-2019,180
09-12-2018,275
01-09-2019,401
06-04-2019,480
06-06-2020,140
05-11-2019,280
13-06-2019,184
29-10-2019,360
23-11-2018,55
22-09-2018,136
25-06-2018,485
29-01-2020,408
09-11-2018,438
11-06-2020,352
09-04-2020,421
15-04-2019,340
06-04-2018,88
09-03-2019,109
30-11-2020,376
12-06-2019,114
31-12-2018,381
17-03-2018,429
14-08-2019,225
28-01-2018,399
03-05-2018,453
10-08-2018,391
26-12-2018,97
16-07-2018,76
06-10-2020,313
04-07-2018,399
16-06-2020,148
20-06-2020,80
07-06-2018,463
15-10-2020,282
27-02-2020,207
20-09-2018,245
30-10-2018,143
04-07-2018,183
22-10-2019,299
17-12-2018,224
10-11-2020,352
06-02-2020,219
07-11-2020,252
16-05-2018,295
29-03-2018,290
29-10-2020,402
19-07-2019,192
23-12-2019,435
02-12-2020,73
30-04-2020,377
18-11-2019,439
05-06-2018,170
26-07-2020,401
08-09-2018,117
06-08-2018,206
21-02-2019,273
29-04-2018,297
02-08-2020,287
10-08-2019,190
25-12-2020,96
11-11-2020,177
27-05-2018,50
05-10-2019,159
28-06-2018,298
08-09-2020,106
19-05-2018,59
19-02-2018,129
02-02-2020,470
08-10-2020,256
23-10-2019,344
16-07-2019,237
18-11-2018,213
13-12-2020,283
24-12-2020,341
27-12-2018,248
18-06-2018,134
21-08-2018,468
16-10-2019,126
14-07-2020,163
25-06-2019,249
21-06-2019,161
14-07-2020,82
08-04-2019,50
08-10-2018,118
06-02-2019,178
23-06-2019,297
25-12-2020,425
10-04-2018,256
31-10-2019,279
14-05-2019,433
29-04-2020,412
05-07-2018,186
16-03-2020,182
05-02-2019,258
21-04-2019,53
16-02-2019,350
07-03-2019,288
08-08-2019,170
04-06-2020,367
30-09-2020,318
25-04-2018,359
02-05-2018,72
10-02-2019,206
05-08-2018,282
06-07-2019,290
14-03-2018,130
07-10-2019,311
06-01-2020,232
27-02-2019,89
04-06-2018,424
25-10-2019,348
14-07-2018,260
28-01-2018,280
10-03-2020,210
03-09-2020,207
09-05-2018,117
10-11-2020,422
12-02-2019,353
31-07-2020,384
20-12-2018,331
13-08-2020,360
17-02-2019,268
26-05-2018,445
31-05-2020,289
11-02-2020,244
11-06-2018,221
17-03-2019,321
13-01-2019,429
10-05-2020,61
19-09-2020,447
18-03-2018,474
11-06-2018,342
05-11-2019,253
26-12-2018,243
08-09-2018,266
14-10-2020,304
24-10-2018,196
19-05-2020,238
14-09-2019,86
29-07-2020,352
19-04-2018,73
11-04-2019,68
24-06-2018,74
13-03-2020,369
11-10-2018,131
08-07-2019,109
13-02-2018,87
22-02-2018,267
30-11-2020,228
21-01-2019,352
19-02-2020,139
14-07-2018,213
11-04-2018,356
18-05-2020,117
26-08-2019,370
08-04-2020,297
12-04-2019,378
15-10-2019,297
29-07-2019,117
16-10-2018,336
20-05-2020,280
13-04-2020,358
27-12-2018,132
30-11-2019,433
10-06-2020,343
06-02-2018,73
19-09-2019,415
05-04-2018,177
10-03-2020,229
23-12-2020,354
17-02-2018,321
27-02-2020,195
06-11-2018,193
09-12-2018,193
01-07-2018,138
18-08-2020,266
19-06-2020,238
21-10-2019,244
18-06-2019,342
17-02-2020,161
29-08-2020,74
05-09-2019,487
24-12-2020,278
01-07-2020,217
11-12-2019,361
06-05-2018,85
21-08-2020,421
02-05-2018,177
13-06-2019,251
08-09-2019,286
17-05-2020,414
06-08-2018,117
30-07-2020,349
02-10-2020,384
22-03-2020,91
10-06-2018,395
01-01-2018,239
24-09-2018,92
18-07-2019,427
09-02-2020,260
03-09-2018,141
21-10-2018,373
11-04-2019,318
09-05-2019,387
24-12-2020,322
05-10-2019,312
12-12-2019,179
10-03-2019,391
15-02-2018,258
08-11-2018,51
24-05-2020,327
26-11-2018,407
02-06-2019,497
30-12-2018,156
11-06-2020,424
29-04-2019,442
21-12-2019,174
16-11-2018,64
13-10-2020,481
30-09-2018,189
16-12-2020,467
29-12-2019,365
14-09-2018,102
27-11-2019,177
25-02-2020,52
10-09-2019,423
24-06-2018,329
08-05-2018,448
05-11-2018,60
20-12-2019,338
22-05-2019,208
25-10-2020,106
29-04-2019,296
14-12-2018,483
21-08-2018,259
26-04-2019,470
27-01-2019,351
20-06-2020,144
21-02-2018,143
01-03-2018,236
13-06-2019,228
26-08-2018,433
18-02-2018,137
14-04-2018,226
10-07-2019,216
04-10-2018,233
20-02-2020,101
21-07-2019,439
06-04-2018,320
17-01-2018,492
05-05-2019,166
20-11-2019,479
15-06-2019,55
13-11-2020,469
28-11-2018,406
29-08-2018,181
14-10-2018,55
24-11-2019,171
11-04-2020,447
21-03-2020,269
17-11-2018,129
01-07-2018,146
09-04-2019,65
23-01-2020,427
26-07-2018,478
16-04-2019,66
19-04-2020,268
28-02-2018,109
08-03-2019,236
13-11-2018,146
07-03-2018,442
01-11-2018,452
18-04-2019,229
06-05-2019,107
03-12-2018,144
08-07-2018,76
09-02-2018,174
16-02-2020,465
04-05-2020,175
22-07-2020,398
21-12-2020,426
03-12-2018,232
29-12-2019,231
25-01-2019,431
22-02-2020,140
02-02-2018,340
31-01-2018,431
27-11-2019,275
25-11-2019,271
01-03-2019,188
23-12-2018,55
08-01-2019,440
14-06-2020,285
03-03-2020,481
25-07-2020,124
01-05-2018,204
28-08-2020,332
04-07-2020,349
01-07-2020,217
12-11-2019,107
26-11-2018,77
21-09-2018,472
06-04-2019,423
05-06-2020,197
27-10-2020,148
08-07-2019,136
13-09-2018,319
24-01-2019,280
02-06-2018,128
31-08-2018,250
30-11-2018,118
08-03-2018,54
18-07-2018,58
28-11-2018,391
18-11-2020,237
13-12-2018,386
10-09-2018,333
30-08-2018,304
16-09-2018,245
05-02-2019,429
28-11-2019,282
03-09-2020,388
06-05-2018,225
03-10-2020,432
04-04-2019,137
29-01-2019,483
06-08-2018,178
13-01-2019,392
04-06-2020,492
25-02-2020,222
14-05-2019,286
28-05-2020,372
28-02-2019,130
07-06-2018,127
11-02-2019,334
08-10-2018,146
20-04-2020,119
01-05-2018,329
31-01-2020,403
08-02-2018,490
21-10-2018,259
02-12-2020,198
02-06-2018,274
22-07-2020,279
28-06-2020,190
04-06-2020,65
19-05-2020,422
22-12-2019,465
28-06-2018,58
29-01-2019,277
06-02-2019,95
07-12-2020,75
05-06-2019,386
02-01-2019,147
29-03-2019,296
12-03-2020,134
13-03-2018,314
15-11-2019,97
23-09-2018,465
10-06-2018,129
24-03-2020,68
10-12-2020,70
28-04-2020,325
03-02-2019,194
05-01-2020,269
13-08-2018,215
24-11-2019,477
11-04-2019,221
03-12-2020,392
20-06-2019,297
04-02-2020,240
10-08-2020,244
23-06-2018,218
16-11-2018,77
27-05-2018,216
21-03-2019,64
20-04-2020,420
28-06-2020,145
27-09-2019,303
19-06-2019,464
08-02-2018,442
09-11-2019,143
18-06-2018,329
04-02-2019,391
26-04-2020,314
25-07-2020,125
04-06-2019,189
30-06-2020,419
16-06-2020,231
31-08-2020,152
22-06-2018,425
14-08-2020,369
26-02-2019,353
28-07-2018,408
19-03-2019,310
31-01-2018,321
26-11-2020,442
05-11-2019,50
24-09-2018,97
04-05-2019,61
01-08-2018,413
14-09-2020,87
22-04-2020,441
22-06-2018,450
27-05-2020,408
12-01-2018,67
17-05-2019,350
17-09-2020,68
23-01-2019,222
21-04-2019,403
02-01-2020,353
28-10-2018,360
19-05-2019,192
25-05-2019,113
17-02-2019,150
15-12-2018,454
12-09-2019,377
20-04-2020,328
05-12-2020,114
01-12-2018,285
05-05-2019,374
08-04-2019,269
10-02-2019,107
10-06-2020,181
07-07-2020,246
02-10-2020,391
13-09-2018,289
26-09-2020,176
21-11-2018,341
23-03-2018,285
17-11-2019,419
27-04-2019,271
01-09-2019,157
18-11-2019,443
07-05-2019,66
31-08-2020,285
05-11-2020,310
01-02-2018,386
08-01-2018,245
20-03-2019,500
20-01-2018,396
26-08-2019,468
12-12-2020,78
29-01-2019,411
04-01-2019,209
17-03-2018,339
29-06-2020,319
16-10-2019,339
09-01-2018,388
15-05-2019,110
28-09-2018,55
19-02-2018,267
20-01-2019,463
25-06-2020,291
04-04-2018,173
29-05-2020,445
25-10-2020,162
11-01-2019,237
21-07-2018,427
15-03-2018,77
18-10-2019,476
17-03-2018,246
11-03-2020,72
11-03-2020,471
22-03-2020,390
06-06-2020,240
21-02-2020,448
29-12-2020,150
30-12-2019,267
29-09-2018,204
07-03-2020,460
13-07-2019,116
18-06-2020,290
30-04-2020,203
16-11-2020,441
31-08-2020,83
03-12-2018,355
25-11-2019,165
03-03-2019,356
01-11-2019,313
28-10-2020,448
26-03-2018,50
06-04-2018,343
10-10-2020,149
08-10-2018,345
26-07-2020,276
07-05-2020,314
29-08-2020,445
29-03-2018,274
30-05-2020,433
01-09-2020,328
08-09-2020,218
24-11-2019,452
19-04-2019,161
22-01-2020,311
28-07-2019,169
01-07-2018,56
11-09-2019,402
03-07-2018,124
26-11-2020,494
20-03-2020,167
03-11-2020,429
08-01-2020,193
03-06-2020,399
04-11-2019,396
28-12-2019,378
22-03-2019,184
29-09-2020,145
25-02-2018,233
30-10-2020,452
19-01-2018,295
09-01-2018,491
07-12-2019,277
17-02-2019,355
11-12-2018,441
25-09-2020,444
15-01-2019,149
21-09-2018,246
01-04-2018,490
30-11-2020,354
05-08-2019,184
17-04-2019,107
14-08-2019,137
29-01-2018,267
12-02-2018,431
16-06-2018,483
27-05-2020,183
06-01-2018,338
24-10-2018,484
03-09-2018,438
16-05-2020,350
06-10-2020,403
26-04-2019,452
23-01-2019,227
09-06-2019,102
30-12-2020,303
07-10-2019,307
19-05-2019,78
12-02-2020,250
20-04-2020,244
05-05-2020,428
24-10-2018,67
08-09-2018,422
24-08-2018,430
18-06-2019,241
29-03-2018,215
23-07-2018,462
07-09-2019,156
22-06-2019,419
02-01-2020,73
05-08-2019,379
09-01-2019,240
17-12-2018,101
22-05-2020,452
13-11-2019,332
23-12-2018,421
18-08-2019,244
28-06-2019,240
03-03-2019,156
03-03-2018,160
09-02-2018,59
27-09-2018,151
15-07-2020,465
14-11-2019,233
10-11-2020,342
02-06-2019,465
13-02-2019,214
25-11-2020,236
30-04-2020,302
28-04-2018,159
15-11-2020,79
12-04-2018,398
18-09-2019,124
21-06-2018,262
31-12-2018,206
23-04-2019,335
12-06-2019,214
21-12-2018,275
04-06-2020,107
27-11-2020,207
07-11-2019,61
02-06-2020,344
14-07-2020,405
19-09-2019,121
28-03-2018,113
18-12-2020,232
30-12-2020,136
09-11-2018,473
08-03-2019,82
11-03-2018,257
22-05-2020,119
01-04-2020,407
01-11-2019,433
09-02-2019,195
01-04-2018,276
30-08-2019,460
02-12-2020,237
05-01-2019,444
06-09-2020,495
02-07-2019,439
20-03-2020,221
28-06-2020,97
25-11-2018,340
27-01-2019,498
18-08-2019,360
25-02-2020,283
17-05-2018,347
19-08-2020,123
15-11-2018,126
04-11-2018,61
12-01-2018,298
17-12-2020,389
29-07-2019,197
02-01-2020,270
21-11-2020,418
27-12-2019,385
23-06-2019,447
22-01-2018,92
06-02-2018,362
22-05-2019,215
09-11-2018,352
31-10-2020,298
20-12-2020,292
10-03-2020,392
02-05-2020,108
18-04-2019,465
19-09-2018,130
30-10-2019,373
27-08-2018,409
30-07-2020,175
16-01-2019,339
20-05-2019,216
20-04-2020,118
18-08-2018,74
07-05-2019,280
09-04-2019,445
05-08-2018,287
04-06-2020,230
07-02-2018,491
06-10-2020,305
04-09-2020,210
12-10-2020,76
27-01-2018,255
10-11-2019,460
05-03-2018,192
14-07-2018,242
09-11-2020,483
14-01-2020,159
21-07-2019,422
25-06-2018,224
14-06-2019,220
23-06-2020,302
24-06-2018,343
17-01-2019,323
24-12-2018,472
19-10-2020,130
09-09-2019,251
03-06-2018,98
21-09-2019,114
03-03-2020,447
05-05-2020,454
01-06-2020,121
28-05-2019,249
01-12-2018,145
26-01-2018,281
15-02-2020,267
02-09-2018,500
26-06-2018,247
01-07-2020,92
25-08-2018,96
30-08-2018,300
15-09-2019,455
07-03-2019,359
04-10-2018,77
10-03-2019,98
04-04-2020,272
25-12-2018,411
15-05-2020,342
14-08-2020,132
02-09-2020,438
31-01-2020,65
17-07-2018,226
20-02-2019,363
24-12-2018,477
10-07-2020,447
16-04-2019,138
23-02-2018,429
13-07-2020,353
18-06-2018,56
17-02-2020,319
14-02-2019,234
23-04-2019,147
04-04-2018,221
04-12-2020,455
05-03-2020,460
07-05-2019,458
28-01-2018,130
13-12-2018,487
20-09-2020,386
01-09-2018,497
21-02-2018,264
12-03-2018,482
02-11-2020,226
25-07-2019,483
09-09-2018,317
15-03-2019,203
05-05-2020,495
09-07-2020,426
24-12-2019,254
18-05-2019,122
13-06-2019,182
30-12-2019,195
11-02-2019,128
29-05-2020,93
25-05-2019,249
11-07-2020,495
26-01-2019,192
10-06-2020,150
26-10-2019,74
16-10-2020,474
03-06-2018,295
22-04-2018,418
08-06-2020,229
03-04-2018,453
01-05-2020,280
05-08-2020,287
26-02-2019,344
09-10-2018,211
16-12-2018,383
09-05-2019,428
27-12-2019,488
08-08-2019,211
18-05-2018,273
01-07-2018,161
17-06-2020,460
15-11-2020,372
13-06-2020,467
12-06-2019,103
29-05-2018,270
23-03-2019,421
05-04-2019,60
15-04-2018,296
11-02-2018,134
10-03-2019,241
31-07-2019,59
17-02-2018,468
17-04-2019,178
07-07-2018,59
14-03-2019,301
30-12-2018,112
29-12-2019,487
24-08-2018,460
11-05-2020,359
10-04-2018,50
28-02-2019,396
10-06-2019,122
15-05-2019,322
21-09-2018,109
10-04-2020,465
17-08-2018,82
25-10-2018,491
21-07-2019,169
28-05-2018,129
08-08-2020,59
20-03-2020,83
25-08-2019,495
18-01-2019,171
25-11-2020,431
16-09-2020,383
16-06-2020,212
12-05-2020,363
21-04-2020,192
27-08-2020,60
18-03-2018,234
02-09-2018,481
09-02-2020,424
06-09-2019,242
04-02-2018,184
25-03-2019,452
24-04-2019,425
09-03-2018,449
04-06-2020,163
06-11-2018,228
05-07-2018,154
30-10-2019,292
22-08-2018,479
08-07-2018,356
15-11-2020,487
31-01-2018,103
21-05-2020,128
16-07-2019,194
09-07-2018,497
07-10-2020,363
19-08-2019,316
25-03-2019,433
22-12-2019,313
21-06-2018,99
10-12-2020,449
06-03-2020,100
07-10-2020,168
27-02-2018,130
01-09-2019,72
17-07-2020,60
26-12-2018,161
02-11-2020,252
14-01-2018,122
12-08-2020,246
30-04-2018,215
15-10-2020,415
23-08-2018,421
17-01-2020,189
27-02-2018,238
16-09-2018,473
14-05-2018,211
19-05-2019,232
22-03-2018,472
12-02-2020,366
09-01-2018,155
18-06-2019,366
01-04-2018,166
19-09-2019,342
21-05-2019,120
31-01-2020,328
26-06-2020,230
17-10-2020,469
27-05-2019,298
11-02-2018,368
12-07-2020,325
13-10-2020,314
10-02-2020,274
31-07-2020,85
25-02-2019,259
02-02-2020,406
02-10-2018,459
12-11-2018,225
14-01-2018,440
05-03-2018,204
13-04-2020,489
16-03-2019,370
28-11-2019,125
24-07-2019,75
29-10-2019,313
09-12-2020,174
09-02-2018,282
03-05-2018,91
21-12-2019,77
27-01-2019,271
18-06-2019,349
22-04-2020,185
20-05-2018,309
15-12-2018,78
19-07-2018,361
31-05-2020,332
28-10-2019,467
22-05-2018,457
04-08-2018,369
19-01-2018,453
11-12-2020,274
10-03-2019,184
19-04-2018,370
03-02-2019,481
07-12-2020,358
21-11-2018,346
02-07-2019,157
27-11-2018,371
02-09-2019,85
11-03-2020,290
20-03-2019,138
30-10-2018,51
16-10-2019,316
14-02-2018,87
23-10-2019,308
28-07-2019,148
09-02-2019,300
15-04-2020,140
24-01-2019,455
06-03-2018,228
08-03-2018,162
06-06-2018,61
11-10-2020,356
24-11-2020,243
13-06-2018,488
21-04-2019,257
16-03-2019,140
26-10-2019,454
17-05-2018,218
22-06-2020,118
30-07-2019,420
18-11-2018,390
14-06-2019,336
03-04-2020,358
07-05-2020,156
19-01-2019,106
17-12-2018,209
24-06-2019,225
27-09-2019,56
04-02-2020,452
27-12-2018,394
23-11-2019,296
05-12-2019,132
18-06-2018,204
06-10-2019,442
04-04-2019,317
12-10-2020,379
03-08-2020,390
25-11-2018,146
07-06-2019,320
06-04-2020,488
26-02-2020,203
05-03-2019,405
04-03-2020,417
13-06-2018,452
09-06-2020,334
01-12-2020,420
08-09-2018,435
21-03-2020,274
26-06-2019,407
10-11-2020,288
24-01-2019,492
08-08-2018,203
23-09-2019,138
26-03-2020,269
06-02-2020,483
08-01-2018,432
06-01-2019,446
10-06-2019,134
15-12-2018,495
28-01-2018,114
19-05-2018,175
01-04-2020,58
27-05-2020,295
09-08-2019,322
30-12-2019,128
24-03-2018,251
24-09-2018,77
16-11-2019,272
21-04-2018,124
10-09-2020,137
16-05-2018,177
01-07-2018,123
29-04-2020,122
27-06-2018,461
22-08-2020,106
30-01-2019,281
03-03-2018,143
13-10-2020,94
01-10-2018,299
19-06-2018,199
20-08-2020,128
02-02-2018,473
21-06-2018,239
08-09-2018,454
16-05-2019,170
17-05-2020,74
31-07-2020,111
20-01-2019,397
10-03-2020,403
06-02-2019,428
29-10-2018,407
07-07-2019,292
05-02-2020,346
10-08-2019,146
